cycle,count,mae,rmse
50,10,0.100993480119,0.124238719678
51,10,0.170637321307,0.200843882207
52,10,0.110309385114,0.134046118809
53,10,0.111075724676,0.140505504653
54,10,0.104331098139,0.131442561544
55,10,0.0870632553702,0.111489914981
56,10,0.124457410697,0.150477557247
57,10,0.124669232159,0.156430663986
58,10,0.185595880785,0.213414822754
59,10,0.175816716321,0.250784283676
60,10,0.118188949607,0.156049544703
61,10,0.155002880185,0.198156718968
62,10,0.14296642291,0.173332868952
63,10,0.144498547665,0.184860699903
64,10,0.231620857602,0.285677539982
65,10,0.190200813044,0.233157686029
66,10,0.287403086218,0.374406295001
67,10,0.52654635809,0.598812383358
68,10,0.148213692838,0.179327781956
69,10,0.140205703814,0.174967688646
70,10,0.266634807069,0.36185197759
71,10,0.183070455735,0.218824524715
72,10,0.239034853967,0.293069201918
73,10,0.339160639069,0.45068453937
74,10,0.101822451271,0.127613415702
75,10,0.0836236464356,0.104574462766
76,10,0.117789554656,0.148093811229
77,10,0.200603473026,0.278182147422
78,10,0.137556054869,0.174541783674
79,10,0.152140838855,0.17905270654
80,10,0.120871250307,0.149738688114
81,10,0.116944227396,0.151060373817
82,10,0.19187556299,0.241273118614
83,10,0.1560917907,0.19717020048
84,10,0.245879602282,0.291996454738
85,10,0.135179005285,0.16381808927
86,10,0.173639198221,0.202546006238
87,10,0.127979649335,0.16254368786
88,10,0.320018269185,0.356922786298
89,10,0.157056483079,0.194495616617
90,10,0.182280756024,0.236236969729
91,10,0.120999794091,0.146091478917
92,10,0.161792282436,0.190868897489
93,10,0.179208690691,0.239777388347
94,10,0.151450141601,0.178348169264
95,10,0.135924626272,0.178182677301
96,10,0.314247056305,0.417905116058
97,10,0.17441127523,0.211861477471
98,10,0.124903354366,0.15004589079
99,10,0.0871805932527,0.106281503737
100,10,0.119804917268,0.147819491703
101,10,0.133058331278,0.171761580042
102,10,0.162348803241,0.196132448158
103,10,0.137575285097,0.166553842373
104,10,0.128705350128,0.164274442303
105,10,0.126397411892,0.150360112186
106,10,0.160326200004,0.192434858734
107,10,0.132132847106,0.162967997897
108,10,0.146484228973,0.181527687918
109,10,0.153480093953,0.186345664258
110,10,0.175891926113,0.262368121669
111,10,0.17134973099,0.206688006361
112,10,0.182891453038,0.228823323816
113,10,0.17172812163,0.232281748527
114,10,0.164271170992,0.21183329678
115,10,0.116502911868,0.144790572454
116,10,0.255366114052,0.32157289229
117,10,0.343277682445,0.405955261667
118,10,0.230504201417,0.294166381975
119,10,0.277162480328,0.353245983128
120,10,0.734562247163,0.989448701401
121,10,0.544505498233,0.667942157177
122,10,0.793628667757,0.956483160842
123,10,0.561612999274,0.72917299227
124,10,0.47414433159,0.628461774587
125,10,0.523515878504,0.605919867414
126,10,0.59638599674,0.781014675738
127,10,0.410331089252,0.612347642437
128,10,0.181953894437,0.216879343995
129,10,0.197798633474,0.267453721348
130,10,0.223082890046,0.287484513625
131,10,0.163934925315,0.197349985019
132,10,0.297643069831,0.363817298975
133,10,0.39204627971,0.475921067405
134,10,0.432671252519,0.522502702837
135,10,0.41583760856,0.506683229472
136,10,0.313064912977,0.389030163988
137,10,0.245569860535,0.301143255275
138,10,0.184598974181,0.253450429737
139,10,0.166340816008,0.205816183347
140,10,0.122164899156,0.153139279711
141,10,0.102163825558,0.134483600641
142,10,0.163031012327,0.188896427711
143,10,0.14723922755,0.211219495414
144,10,0.156282564066,0.200438148567
145,10,0.105314796655,0.1328474911
146,10,0.125877005234,0.156260323333
147,10,0.107670571164,0.134584745841
148,10,0.123579046379,0.146534628355
149,10,0.115167142967,0.142779624997
150,10,0.273275744494,0.356146215222
151,10,0.131227453379,0.171027869429
152,10,0.121467864512,0.152598327797
153,10,0.158340996704,0.212035378933
154,10,0.189764738895,0.282412429676
155,10,0.198276507139,0.280789203517
156,10,0.147198302273,0.178267559497
157,10,0.248224090411,0.303716755623
158,10,0.14641205592,0.188787365265
159,10,0.0988594752402,0.127617706843
160,10,0.118394974162,0.149013210229
161,10,0.146928471327,0.189683189043
162,10,0.122897565122,0.151667784246
163,10,0.154990334442,0.180956320307
164,10,0.105343450887,0.131512597519
165,10,0.121864054624,0.16421839579
166,10,0.117977707581,0.152527247315
167,10,0.104724373529,0.128663055759
168,10,0.104521920032,0.131316818898
169,10,0.107603848283,0.137403411152
170,10,0.169336082951,0.211775490968
171,10,0.117041326726,0.139527465321
172,10,0.143807666758,0.18222467741
173,10,0.168941813955,0.209248206417
174,10,0.179665279776,0.219065433483
175,10,0.185904343651,0.236446184526
176,10,0.0970693605191,0.117293665881
177,10,0.145631911247,0.179971882677
178,10,0.066185212108,0.0832210603557
179,10,0.0743294062928,0.0956005161633
180,10,0.0942766773251,0.114656215848
181,10,0.085636190294,0.105491001484
182,10,0.0839551742051,0.10958550756
183,10,0.201113469968,0.238052052398
184,10,0.109511431347,0.13376334452
185,10,0.110356798607,0.145180962809
186,10,0.141095581782,0.161336038322
187,10,0.135554723504,0.174314069141
188,10,0.16633415926,0.194493309198
189,10,0.148742686565,0.183853129576
190,10,0.203802795461,0.266051511434
191,10,0.175698226332,0.210824562887
192,10,0.102505021649,0.13778779125
193,10,0.224300206135,0.236875480846
194,10,0.151770236724,0.174420185481
195,10,0.114084905367,0.130637864128
196,10,0.142742440448,0.195067794966
197,10,0.225842005402,0.281958755278
198,10,0.234627186846,0.306241319805
199,10,0.283722212355,0.323297312208
200,10,0.246524294859,0.337010954174
201,10,0.4131379034,0.512009832951
202,10,0.561891980313,0.668455154054
203,10,0.480524708679,0.5833834332
204,10,0.419505717053,0.575511664108
205,10,0.385798071252,0.456114213452
206,10,0.668647435287,0.787234971802
207,10,0.3794028006,0.446007191334
208,10,0.991242581455,1.23413029743
209,10,0.509086152413,0.619634843476
210,10,0.568770679067,0.750108226724
211,10,0.81839254284,1.05138680665
