0,11.9058735,0.647121365,0.243903547,-3.553920712,-0.888581228,5.484091978,2.954407048,7.500962315,6.677097801,2.862929805,10.61852894,8.34261805,8.46060194,3.744511666,5.800992716,0.685851744,3.704532135,9.764331094,7.159836701,1.346724979,9.007074184,15.55607748,6.014336848,7.066852853,17.33958998,14.37214505,17.19014227,12.55617105,19.89589365,12.85993773,34.34588431,15.69305092,8.694372239,7.801766445,-6.435750136
-0.072887386,0,-4.135385071,-6.740127029,-3.3960638,-1.944441508,1.442554244,-0.515742966,2.340048599,2.160362622,-0.734292169,5.213908728,3.130827165,4.382645554,-0.201075792,1.378558963,-1.459978831,1.275302972,6.137529128,1.999278821,-2.74650338,4.887166345,9.052575273,0.752002043,0.623531488,10.25115129,6.803097601,10.3280684,5.666707027,9.95259888,1.596046502,23.732585,8.911202974,4.031177424,3.864365614,-5.668438564
11.53016863,17.59850063,0,1.305280048,0.288793411,7.245909983,12.56730815,9.747992364,12.23119397,11.73266132,7.950884308,17.50217555,14.5214681,16.80967581,10.73597276,9.906086973,8.438509791,11.71264256,17.66936012,13.53239103,6.096469452,16.43604717,21.50755661,12.84619895,10.1001814,21.15904711,19.22952231,21.23874532,20.61816902,25.66512096,19.61235082,40.66532006,21.18561334,17.13993583,15.84567706,0.449268001
16.45109674,20.35766312,6.559156049,0,4.827712037,11.88571587,16.51761162,13.4874348,15.94396331,15.45099879,11.66688785,21.41067736,18.24886223,20.33154374,13.74673686,14.41338014,12.27328164,16.31759718,21.78327415,16.6064554,9.986408574,20.45025971,26.67778363,17.40136131,14.60246898,26.22590643,23.02551654,27.05398678,24.01272559,28.85401258,21.94973974,46.03227294,25.48700486,22.2538758,21.51376146,3.732794175
37.78295416,48.26944178,30.30510745,29.59716292,0,32.27751125,37.88055935,35.28709559,38.88079621,36.41705434,33.55632639,41.62359212,40.34049019,37.84583604,35.95894209,36.3503902,28.06774963,34.39320398,38.56851936,38.74783673,30.87836977,40.61983909,42.86508211,39.23109988,37.38808093,42.87021617,41.44895453,41.09697057,45.90363072,54.70709976,47.22266863,62.13386756,43.38150065,36.99472784,25.76189061,5.07444353
11.62138288,22.24964763,8.378139431,7.68026484,2.845926858,0,11.20028006,6.612853859,10.35822443,8.652020832,3.850859721,16.06355829,11.4529525,14.0725288,7.148078809,8.346248892,4.757201346,6.326799018,14.22820449,10.48643639,1.623052617,14.48286381,23.07559625,13.46287855,16.54993862,23.14730905,22.29725939,25.72100197,19.98306897,27.90344543,20.61485964,44.95638776,22.09982102,15.15632986,13.70265822,-1.472773623
3.670594972,12.15056376,-0.1836576,-1.752795937,-5.70283746,-3.467294332,0,-1.866154773,2.769873194,1.95818133,-2.412534238,4.880991384,3.120975733,2.878104385,-0.748362949,2.415903621,-3.646498021,0.136896318,6.419908513,2.061671838,-5.072129657,3.168362841,14.59137727,5.0776571,6.289261718,14.44289614,12.64469735,16.25040848,13.21002291,17.77023025,10.27186435,34.34167332,12.26518086,6.574600795,4.280381417,-9.299980156
6.911373508,15.1983084,2.692697155,1.00675611,-2.213508461,-1.807415739,4.22608332,0,4.775997209,3.611568713,-0.555248296,8.513990035,5.236657421,6.721306267,0.990264943,4.333991801,-0.110381466,2.571425564,8.869145824,4.455829254,-3.131130195,6.658966364,17.81414257,7.423401644,9.625544125,17.61850875,15.90656788,19.64485477,15.27871472,20.60032284,13.38992726,37.86463748,16.26098155,10.26920815,8.327740501,-5.37715586
5.538534482,13.16825385,-1.035115171,-2.942373961,-5.099726646,-4.93810285,2.423054467,-1.753369452,0,-0.782572226,-5.776740412,6.842846282,2.341562763,5.076671309,-1.398727455,0.580171724,-2.798434715,-0.809566474,6.848454783,0.813968421,-7.496296155,5.023688923,16.56198915,5.125420424,7.549784022,16.51020198,15.1219315,18.35813268,15.12613047,19.21136261,12.50447017,38.7800107,14.70858857,8.511293223,7.341010885,-8.131141522
9.572897722,17.77546324,3.365945951,1.491557073,-3.019944322,-1.733277087,6.551945945,1.983669287,4.214740775,0,-2.955963078,10.13839764,5.233479559,7.871913631,2.179074618,5.160232196,0.364180294,1.471841615,9.299851868,3.406927341,-5.971068557,8.074595982,21.65190118,9.084824122,11.94047221,19.3872338,19.11629285,23.27199236,18.12546207,23.80415075,17.10109708,43.75094392,17.89261167,11.58811265,10.29181361,-6.466587758
