cycle,count,mae,rmse
5,3,0.152222270319,0.189721343751
6,3,0.142114221818,0.18105593584
7,3,0.143212868575,0.177149160638
8,3,0.108112566216,0.145783718096
9,3,0.203159400846,0.266457296342
10,3,0.168160316381,0.239914205385
11,3,0.269329944121,0.34296953221
12,3,0.231103611529,0.301536912451
13,3,0.17044898227,0.226208889585
14,3,0.150282442355,0.20649232903
15,3,0.112031332264,0.143043239365
16,3,0.137097824503,0.188079216724
17,3,0.175800826645,0.248936402683
18,3,0.172442154866,0.212418659408
19,3,0.137304433114,0.182138726597
20,3,0.109091351764,0.159842361678
21,3,0.15591333984,0.186640726636
22,3,0.146171506703,0.192614802491
23,3,0.149372676507,0.171274029718
24,3,0.116432114054,0.159565633094
25,3,0.147631535591,0.201747363379
26,3,0.216067859498,0.290069011283
27,3,0.145271322305,0.19140725863
28,3,0.114328232847,0.147448388232
29,3,0.152396768171,0.192860989691
30,3,0.108490418003,0.146657984945
31,3,0.0956379931935,0.12489453314
32,3,0.116241773595,0.145221337663
33,3,0.121341112609,0.173767667493
34,3,0.180962505889,0.243885061157
35,3,0.261730657707,0.339697028685
36,3,0.263594977577,0.364262668334
37,3,0.253381418153,0.363134001566
38,3,0.262656154213,0.36692279262
39,3,0.243534787459,0.352700155734
40,3,0.404687047391,0.498479122382
41,3,0.351597820756,0.489694723774
42,3,0.153529422673,0.187198294397
43,3,0.164260862584,0.21679313467
44,3,0.180514512465,0.218430320644
45,3,0.207774065153,0.248793684053
46,3,0.158299802261,0.212196993385
47,3,0.0997767502849,0.139035337633
48,3,0.104482313369,0.142223675466
49,3,0.108017608223,0.141766013841
50,3,0.124799532205,0.163590691153
51,3,0.138819610814,0.168697830183
52,3,0.117318728243,0.139936419233
53,3,0.162256356462,0.199827541082
54,3,0.115484307338,0.147115346244
55,3,0.128331871746,0.157134450204
56,3,0.13207380701,0.1760932909
57,3,0.143423778899,0.177517164877
58,3,0.21905344111,0.293234800824
59,3,0.276445461661,0.320833663686
60,3,0.142456534766,0.195262651791
61,3,0.122598133486,0.149898770752
62,3,0.16107128887,0.208136386469
63,3,0.180994489013,0.23995579123
64,3,0.260096935669,0.32678834138
65,3,0.2069239749,0.255827631509
66,3,0.362824302856,0.503310257666
67,3,0.647961445723,0.765117181489
68,3,0.154584941741,0.186324715508
69,3,0.155652643846,0.197323627982
70,3,0.273757561379,0.376224828457
71,3,0.16309784342,0.204564899236
72,3,0.159589356353,0.195662883066
73,3,0.425446950163,0.489686686021
74,3,0.0949058462763,0.125291453716
75,3,0.0922334095497,0.122488860931
76,3,0.173734443493,0.21266326007
77,3,0.139134825743,0.192927058175
78,3,0.119947159851,0.15229590037
79,3,0.0952422470526,0.124875651616
80,3,0.123161834435,0.147547013564
81,3,0.182440519845,0.207206064116
82,3,0.143449704705,0.174124532627
83,3,0.146687331602,0.190126167795
84,3,0.0988759013158,0.128435665338
85,3,0.108757495906,0.13717185293
86,3,0.0955850811087,0.13111266486
87,3,0.131032803902,0.184125421969
88,3,0.232815859347,0.303930449076
89,3,0.1462979213,0.185847768959
90,3,0.254478793379,0.319444358774
91,3,0.137730128377,0.201560737741
