cycle,count,mae-o,mae-w0.25,mae-w0.5,mae-w.75
5,15,0.174798507752,0.17280209316,0.175212805373,0.178094196358
6,15,0.126364310999,0.126560242997,0.12980676886,0.129431191157
7,15,0.110838098528,0.108142332156,0.110396534808,0.1112441429
8,15,0.131927797038,0.129739937019,0.13186696312,0.135655430757
9,15,0.204524042278,0.217209846799,0.209310582025,0.213561366109
10,15,0.222299786365,0.223551583483,0.223811933212,0.219118744263
11,15,0.32267863928,0.320446245546,0.314827229176,0.320234774788
12,15,0.30260298358,0.310846117723,0.327421790002,0.311230431956
13,15,0.191601659159,0.211326817085,0.195734220194,0.214377649042
14,15,0.167551225098,0.159518587299,0.164993983109,0.165261077565
15,15,0.160872180756,0.159817564309,0.161090499253,0.150992790248
16,15,0.173138123105,0.170017113727,0.190570038522,0.175281858584
17,15,0.268235215454,0.27540455295,0.257559762142,0.246478648337
18,15,0.16242214976,0.159533618345,0.154841980793,0.167009838607
19,15,0.142237040597,0.167053897989,0.131381321233,0.125510795688
20,15,0.178068168757,0.154439183688,0.174022444554,0.20660134486
21,15,0.187202192164,0.181194612119,0.199313339138,0.179302746683
22,15,0.207558615148,0.215531139761,0.212015334069,0.20780561624
23,15,0.283107485847,0.24248397366,0.240593101537,0.243040708882
24,15,0.177434245084,0.159802450708,0.182426174951,0.182045682324
25,15,0.176922874222,0.175625865384,0.1867963319,0.1934729929
26,15,0.375390841649,0.369385809813,0.382467645016,0.378772623913
27,15,0.21033621907,0.21222346432,0.206707596971,0.212502066356
28,15,0.228809743062,0.182327871994,0.162281174484,0.196126606366
29,15,0.203552244009,0.227018816994,0.194281210336,0.224473858049
30,15,0.13426683779,0.131322116216,0.163577467669,0.134519284029
31,15,0.121098683302,0.100623473842,0.102276793827,0.102776194694
32,15,0.128753868196,0.166651999842,0.144487981741,0.159306477727
33,15,0.207353872617,0.223028650869,0.206589570852,0.230057518701
34,15,0.213004536372,0.197994519188,0.216999065064,0.189670573351
35,15,0.412422299776,0.389527375313,0.390661254872,0.398532360163
36,15,0.368666551167,0.392550401791,0.398113450249,0.387033846764
37,15,0.22240240699,0.228889060326,0.21752930324,0.220566222316
38,15,0.253437236195,0.273959824851,0.269092279461,0.259707453743
39,15,0.239093941182,0.24375583252,0.240831069546,0.239661613173
40,15,0.324127386313,0.320342066001,0.321830048435,0.320323193772
41,15,0.358233797446,0.354540887249,0.355288388747,0.353907714605
42,15,0.192751818343,0.162369870445,0.163197750978,0.152967432954
43,15,0.176127927062,0.165890484587,0.173673504254,0.176386514754
44,15,0.178992391448,0.176656965572,0.185337201236,0.186472729127
45,15,0.158502050499,0.163998128791,0.166252786025,0.155897162095
46,15,0.164596781064,0.15686964992,0.193964697631,0.1726115322
47,15,0.138740841318,0.143370604504,0.140381172873,0.141887269202
48,15,0.133340305582,0.138471815874,0.145875062026,0.140856530276
49,15,0.136575993716,0.128883485771,0.14756663103,0.124649286629
50,15,0.122109837515,0.133289664889,0.127558075482,0.126497328014
51,15,0.1285817363,0.126872518133,0.12700781809,0.144968018103
52,15,0.123622726318,0.126443238252,0.115640815336,0.119362300868
53,15,0.173977429208,0.189120075855,0.17011406444,0.181645584867
54,15,0.0952060691494,0.0990355663655,0.0748812281155,0.102289617632
55,15,0.120978889996,0.108760641422,0.0993402015118,0.116764277708
