cycle,count,mae,accuracy
50,10,20.9187380772,0.722222222222
51,10,22.6152385735,0.75
52,10,18.3168176645,0.777777777778
53,10,18.8524148904,0.777777777778
54,10,16.0533482118,0.805555555556
55,10,15.7053620464,0.861111111111
56,10,14.9426860092,0.944444444444
57,10,19.6016644952,0.722222222222
58,10,20.8480796512,0.722222222222
59,10,12.9097377009,0.777777777778
60,10,10.4359829691,0.861111111111
61,10,13.3988443112,0.861111111111
62,10,17.5264759705,0.805555555556
63,10,17.9893129915,0.611111111111
64,10,16.1118742341,0.638888888889
65,10,13.1368892598,0.555555555556
66,10,11.651922674,0.75
67,10,14.0059914534,0.777777777778
68,10,23.2234513337,0.583333333333
69,10,22.1212279137,0.472222222222
70,10,21.7941938675,0.555555555556
71,10,25.9628407741,0.527777777778
72,10,24.3065924132,0.583333333333
73,10,22.8494929547,0.666666666667
74,10,33.8976400839,0.555555555556
75,10,57.8730753873,0.472222222222
76,10,34.0460853601,0.388888888889
77,10,54.711159175,0.444444444444
78,10,25.4864633459,0.611111111111
79,10,26.0187304176,0.5
80,10,22.901204637,0.555555555556
81,10,27.9605736568,0.555555555556
82,10,29.2206929931,0.361111111111
83,10,31.1099680708,0.527777777778
84,10,29.0684932168,0.5
85,10,31.3059782619,0.583333333333
86,10,22.8249563404,0.777777777778
87,10,18.2603598045,0.861111111111
88,10,14.3915586544,0.972222222222
89,10,22.8376701797,0.694444444444
90,10,18.4454090201,0.583333333333
91,10,23.5719101318,0.444444444444
92,10,27.4580762878,0.5
93,10,33.4898642739,0.472222222222
94,10,41.9506759857,0.416666666667
95,10,57.81798397,0.277777777778
96,10,31.2968540484,0.611111111111
97,10,23.5179007015,0.694444444444
98,10,22.7845773633,0.777777777778
99,10,20.2613771904,0.833333333333
100,10,21.2054865602,0.694444444444
101,10,25.3367734348,0.472222222222
102,10,24.9478387821,0.444444444444
103,10,24.846495397,0.5
104,10,26.7021433302,0.333333333333
105,10,23.8548479325,0.555555555556
106,10,33.4792818578,0.555555555556
107,10,31.4596071666,0.666666666667
108,10,31.3350090168,0.75
109,10,29.5313976509,0.694444444444
110,10,39.5167406823,0.75
111,10,29.5807409371,0.916666666667
112,10,37.9613263473,0.861111111111
113,10,37.9647530303,0.861111111111
114,10,42.4259060706,0.888888888889
115,10,38.3500011848,0.972222222222
116,10,50.2052592362,0.944444444444
117,10,49.5600359141,0.944444444444
118,10,43.6368167141,0.972222222222
119,10,35.2023300504,0.944444444444
120,10,44.644242393,0.972222222222
121,10,29.8157686004,0.972222222222
122,10,31.7622201392,0.944444444444
123,10,46.8683074653,0.861111111111
124,10,79.4431183756,0.527777777778
125,10,132.621870348,0.305555555556
126,10,98.6556427004,0.305555555556
127,10,81.684316733,0.472222222222
128,10,83.2147541924,0.416666666667
129,10,54.0201326214,0.527777777778
130,10,41.8538501002,0.75
131,10,41.0735420835,0.611111111111
132,10,24.4896177312,0.777777777778
133,10,17.6850758936,0.833333333333
134,10,13.4969602597,0.833333333333
135,10,20.2501087742,0.611111111111
136,10,16.481583198,0.75
137,10,19.8162208993,0.722222222222
138,10,22.1545397103,0.666666666667
139,10,23.3648060415,0.472222222222
140,10,35.002886728,0.222222222222
141,10,37.8871182942,0.444444444444
142,10,37.3316749862,0.361111111111
143,10,38.9100604688,0.361111111111
144,10,25.2409619393,0.472222222222
145,10,28.0124379279,0.5
146,10,33.7383802779,0.472222222222
147,10,31.0784294124,0.527777777778
148,10,32.8451974272,0.583333333333
149,10,42.6072161513,0.333333333333
150,10,39.177628717,0.388888888889
151,10,66.6947231146,0.361111111111
152,10,41.6248906689,0.5
153,10,63.3334012893,0.5
154,10,41.5196290312,0.555555555556
155,10,42.4763775076,0.5
156,10,42.4254561748,0.416666666667
157,10,31.2353010765,0.277777777778
158,10,25.4150187559,0.5
159,10,23.158948294,0.555555555556
160,10,35.6715843333,0.416666666667
161,10,33.3191955508,0.472222222222
162,10,30.2669600729,0.555555555556
163,10,30.7782947108,0.305555555556
164,10,33.8334522601,0.5
165,10,35.3752302149,0.583333333333
166,10,40.7006451931,0.583333333333
167,10,43.577005568,0.694444444444
168,10,44.4143967665,0.694444444444
169,10,44.5771682813,0.722222222222
170,10,52.3406351476,0.611111111111
171,10,45.9954503103,0.666666666667
172,10,35.2013059348,0.638888888889
173,10,34.6942157188,0.805555555556
174,10,43.4714225024,0.388888888889
175,10,46.6760618792,0.416666666667
176,10,38.4660082078,0.527777777778
177,10,30.7041175458,0.333333333333
178,10,28.4098124185,0.5
179,10,18.1173134168,0.805555555556
180,10,15.8162102369,0.916666666667
181,10,13.5601737901,1.0
182,10,15.3970397973,0.944444444444
183,10,17.0602822557,0.916666666667
184,10,10.2858998261,0.944444444444
185,10,13.3741665029,0.972222222222
186,10,9.3644740446,1.0
187,10,8.09526984861,0.972222222222
188,10,12.2258092675,0.944444444444
189,10,9.4930796301,0.944444444444
190,10,10.8795632095,0.944444444444
191,10,7.75512874186,0.944444444444
192,10,10.0861001883,1.0
193,10,17.0204326945,0.944444444444
194,10,9.11922905953,0.972222222222
195,10,12.6863035402,0.944444444444
196,10,15.5633375652,0.861111111111
197,10,16.7793597396,0.888888888889
198,10,14.0356671154,0.861111111111
199,10,15.2208359869,0.916666666667
200,10,19.5199905517,0.805555555556
201,10,17.259620044,0.888888888889
202,10,20.6817657924,0.75
203,10,24.844439013,0.777777777778
204,10,13.1941680093,0.944444444444
205,10,11.8462233437,0.944444444444
206,10,9.4143908877,1.0
207,10,10.2495905626,0.972222222222
208,10,8.86711516535,0.972222222222
209,10,8.03073438625,1.0
210,10,10.9176783366,0.972222222222
211,10,10.189798172,0.972222222222
212,10,8.23706113657,0.972222222222
213,10,11.0874580252,0.972222222222
214,10,9.17472460668,0.972222222222
215,10,10.4977042224,0.972222222222
216,10,11.4658995381,0.972222222222
217,10,14.4937933247,0.972222222222
218,10,12.696856727,0.916666666667
219,10,13.3253956579,0.888888888889
220,10,11.9270693582,0.916666666667
221,10,11.8482397577,0.916666666667
222,10,14.2581210282,0.944444444444
223,10,14.6717492344,0.944444444444
224,10,14.9134315758,0.972222222222
225,10,14.3580811228,0.916666666667
226,10,13.4590233151,0.833333333333
227,10,11.9383722771,0.916666666667
228,10,13.0234243832,0.972222222222
229,10,11.9716500864,0.972222222222
230,10,10.3082077639,0.972222222222
231,10,10.402926119,0.944444444444
232,10,8.73757526678,1.0
