cycle,count,mae,rmse
5,15,0.169091377651,0.216313664914
6,15,0.136293363899,0.168990760564
7,15,0.13740239715,0.16513261049
8,15,0.136606000061,0.171347290848
9,15,0.203870329889,0.248925025627
10,15,0.188903529222,0.248613639168
11,15,0.323484739541,0.384312597439
12,15,0.199005921421,0.239227021481
13,15,0.255591595519,0.30544648654
14,15,0.13398413624,0.172812903802
15,15,0.13370180082,0.16691716199
16,15,0.162819305614,0.195659956418
17,15,0.175894709464,0.225142969719
18,15,0.18371317495,0.233042389379
19,15,0.115484784688,0.151584623774
20,15,0.126101708563,0.154483102235
21,15,0.16164408996,0.204838808518
22,15,0.181595791766,0.222868586788
23,15,0.167357818764,0.200056376717
24,15,0.12848190097,0.156242550819
25,15,0.146443389783,0.179470322082
26,15,0.251313913681,0.31571269676
27,15,0.162123759198,0.218341866138
28,15,0.150530623727,0.195394438632
29,15,0.163795266282,0.206716647094
30,15,0.153362888651,0.184317811814
31,15,0.161571121674,0.193181300996
32,15,0.126730963752,0.157526337964
33,15,0.151452760623,0.203868528811
34,15,0.189352519525,0.289638579476
35,15,0.278500046345,0.358163486926
36,15,0.284388534999,0.394733429727
37,15,0.245879520927,0.336287160836
38,15,0.25046234982,0.335863662766
39,15,0.297113683716,0.38181060884
40,15,0.345204547945,0.40925156624
41,15,0.380350403573,0.459796608771
42,15,0.156592981468,0.190918160562
43,15,0.154749054871,0.202383395487
44,15,0.205345571933,0.270343055927
45,15,0.238395225497,0.281743551992
46,15,0.207569744406,0.248938952062
47,15,0.148203831601,0.198693447909
48,15,0.144736573771,0.18095032664
49,15,0.118234226021,0.154280106465
50,15,0.16838087956,0.205535998415
51,15,0.158036454724,0.196416864176
52,15,0.144132804315,0.170420595178
53,15,0.165807794566,0.21165724045
54,15,0.132270226931,0.169757779499
55,15,0.117642270654,0.151670642465
56,15,0.157604885018,0.197113761218
57,15,0.154620448098,0.191232337033
58,15,0.219879974058,0.295112980351
59,15,0.212816056941,0.282758180102
60,15,0.143647819829,0.194037056943
61,15,0.102596729624,0.12762369868
62,15,0.274524932528,0.314506965254
63,15,0.187291644932,0.234698448348
64,15,0.284804127998,0.360220094635
65,15,0.185341087378,0.246889436891
66,15,0.360612981461,0.507068489933
67,15,0.708753957351,0.879475775079
68,15,0.135727857562,0.182124436362
69,15,0.185075353791,0.25294205992
70,15,0.279496187365,0.388079047546
71,15,0.161398367075,0.194038890251
72,15,0.142819687118,0.174552025262
73,15,0.362738831157,0.497969750466
74,15,0.10333159826,0.127347241158
75,15,0.158303263325,0.190209417744
76,15,0.132427519142,0.159399070278
77,15,0.163298810845,0.212993428452
78,15,0.13045940226,0.170760436161
79,15,0.08493180681,0.110520515149
80,15,0.0989813471675,0.115413519337
81,15,0.123875128794,0.174630120196
82,15,0.129691068473,0.156826754537
83,15,0.307061878634,0.361748313143
84,15,0.110668264876,0.140619724029
85,15,0.113077463067,0.15566168472
86,15,0.0973214190057,0.125240419401
87,15,0.111604405948,0.14838571676
88,15,0.257376791695,0.313783563436
89,15,0.133957001069,0.169992801273
90,15,0.284977141172,0.368468840423
91,15,0.163602564801,0.220775076468
92,15,0.160851558616,0.216116231167
93,15,0.217952643095,0.3200968903
94,15,0.137955055286,0.175845935042
95,15,0.152409484656,0.20990434689
96,15,0.319031027129,0.390651799898
97,15,0.113898339612,0.152497560504
98,15,0.159933228663,0.186945374156
99,15,0.147639799757,0.175909260388
100,15,0.122645109299,0.15439155182
101,15,0.22364109403,0.263870998913
102,15,0.164022136414,0.199235839646
103,15,0.169226457403,0.218127256236
104,15,0.136035792771,0.167667419756
105,15,0.11389216234,0.143321009747
106,15,0.13106944238,0.163065267367
107,15,0.156849330161,0.188823671803
108,15,0.203686613146,0.245216416439
109,15,0.217752541196,0.272491722834
110,15,0.27155107782,0.34486536998
111,15,0.23033154919,0.282841853132
112,15,0.187629831336,0.23300839026
113,15,0.204103747519,0.26638836676
114,15,0.173070208799,0.265557700558
115,15,0.160354666138,0.216200673963
116,15,0.140207210049,0.176325768815
117,15,0.168276243225,0.209057282098
118,15,0.192165082203,0.243953664852
119,15,0.260735761908,0.322940914168
120,15,0.694764216416,0.89822632933
121,15,0.546979331426,0.648006009288
122,15,0.69221247352,0.848737923332
123,15,0.488068812194,0.573032681797
124,15,0.421499305085,0.513843258611
125,15,0.495672548848,0.586593170485
126,15,0.413118247201,0.544363427649
127,15,0.479100074837,0.614983246437
128,15,0.169792911784,0.206631168668
129,15,0.161854158,0.239268745027
130,15,0.106451180681,0.136016499631
131,15,0.239024857764,0.286411419218
132,15,0.299572280724,0.369200789234
133,15,0.447812790534,0.549537556092
134,15,0.461196848374,0.5521440137
135,15,0.442096825603,0.543994606285
136,15,0.363725216151,0.43944059911
137,15,0.288848042167,0.375794315321
138,15,0.228766805447,0.310026795887
139,15,0.18703803888,0.237400323437
140,15,0.101141530974,0.124586598298
141,15,0.126209944632,0.171040225494
142,15,0.146612736476,0.189425274515
143,15,0.191684716341,0.258679971366
144,15,0.122093096643,0.17296103336
145,15,0.117210793065,0.164393476846
146,15,0.0908847789881,0.117159221683
147,15,0.0822350748346,0.103888306398
148,15,0.098105656052,0.132967136792
149,15,0.112661389213,0.13842220396
150,15,0.0867138098638,0.117781356184
151,15,0.094376518432,0.122258632605
152,15,0.13478087375,0.17522517073
153,15,0.160173187232,0.204288998397
154,15,0.216589596228,0.304335001812
155,15,0.214331333676,0.325840576059
156,15,0.0998079120781,0.130197800007
157,15,0.267251089798,0.324031057061
158,15,0.161218725166,0.215255828922
159,15,0.0989378778574,0.125104831769
160,15,0.16014914947,0.205728718409
161,15,0.127894127225,0.16538515726
162,15,0.14788057185,0.190244455727
163,15,0.105913173825,0.127145993151
164,15,0.0971754988464,0.122251545875
