cycle,count,mae,accuracy
163,15,18.2314814815,0.694444444444
164,15,25.7259259259,0.555555555556
165,15,32.6648148148,0.583333333333
166,15,44.9574074074,0.583333333333
167,15,45.5277777778,0.583333333333
168,15,54.1981481481,0.638888888889
169,15,52.0888888889,0.694444444444
170,15,52.9666666667,0.638888888889
171,15,51.562962963,0.638888888889
172,15,49.3925925926,0.555555555556
173,15,50.5111111111,0.472222222222
174,15,27.9962962963,0.444444444444
175,15,19.7444444444,0.833333333333
176,15,12.4092592593,0.75
177,15,12.0,0.777777777778
178,15,10.1925925926,0.916666666667
179,15,5.97222222222,1.0
180,15,5.22037037037,1.0
181,15,5.16111111111,1.0
182,15,5.42777777778,1.0
183,15,4.75740740741,1.0
184,15,4.29444444444,1.0
185,15,3.91111111111,1.0
186,15,4.15555555556,1.0
187,15,3.61666666667,1.0
188,15,3.63333333333,1.0
189,15,4.79444444444,1.0
190,15,4.83333333333,1.0
191,15,5.57962962963,1.0
192,15,7.02592592593,1.0
193,15,10.3888888889,0.972222222222
194,15,10.2833333333,0.944444444444
195,15,11.2314814815,0.944444444444
196,15,15.3074074074,0.833333333333
197,15,17.0425925926,0.888888888889
198,15,14.8185185185,0.833333333333
199,15,19.7055555556,0.833333333333
200,15,22.7685185185,0.777777777778
201,15,19.8740740741,0.861111111111
202,15,24.3351851852,0.805555555556
203,15,20.5703703704,0.861111111111
204,15,9.12222222222,0.944444444444
205,15,3.38333333333,1.0
206,15,4.13888888889,1.0
207,15,4.63888888889,1.0
208,15,4.27777777778,1.0
209,15,3.80555555556,1.0
210,15,4.07037037037,1.0
211,15,3.13888888889,1.0
212,15,4.71111111111,1.0
213,15,4.37222222222,1.0
214,15,4.67962962963,1.0
215,15,5.78888888889,1.0
216,15,6.85555555556,1.0
217,15,8.36481481481,1.0
218,15,7.71481481481,1.0
219,15,8.80925925926,0.972222222222
220,15,10.6666666667,0.944444444444
221,15,8.73888888889,0.944444444444
222,15,10.1277777778,0.916666666667
223,15,9.90555555556,0.972222222222
224,15,14.1833333333,0.944444444444
225,15,10.562962963,0.944444444444
226,15,8.81481481481,0.944444444444
227,15,7.01666666667,0.972222222222
228,15,5.40925925926,0.972222222222
229,15,6.63888888889,0.972222222222
230,15,5.3,1.0
231,15,6.67407407407,0.972222222222
232,15,6.77037037037,0.972222222222
233,15,6.46666666667,0.972222222222
234,15,12.2962962963,0.944444444444
235,15,10.8055555556,0.916666666667
236,15,14.0907407407,0.916666666667
237,15,23.3944444444,0.916666666667
238,15,10.8055555556,0.944444444444
239,15,12.9833333333,0.944444444444
240,15,9.50740740741,0.972222222222
241,15,9.7,0.972222222222
242,15,9.95555555556,0.972222222222
243,15,10.0240740741,0.972222222222
244,15,13.9555555556,0.972222222222
245,15,10.4944444444,0.944444444444
246,15,20.9166666667,0.916666666667
247,15,15.8203703704,0.944444444444
248,15,13.8944444444,0.944444444444
249,15,19.5944444444,0.805555555556
250,15,21.8314814815,0.833333333333
251,15,11.6703703704,0.916666666667
252,15,13.2166666667,0.916666666667
253,15,12.4333333333,0.944444444444
254,15,11.7462962963,0.888888888889
255,15,14.7314814815,0.833333333333
256,15,17.1222222222,0.694444444444
257,15,22.4518518519,0.388888888889
258,15,26.3944444444,0.75
259,15,24.9111111111,0.527777777778
260,15,27.8222222222,0.527777777778
261,15,31.0833333333,0.472222222222
262,15,33.3888888889,0.555555555556
263,15,48.9537037037,0.222222222222
