cycle,count,mae,rmse
24,150,1.37586078155,1.73798995866
25,150,1.56940797816,1.92919830417
26,150,1.69973992493,2.05673217147
27,150,1.59617863244,2.03100063178
28,150,1.43382837691,1.80335185481
29,150,1.49172233336,1.84902710157
30,150,1.57967578957,2.00502395615
31,150,1.82671849836,2.75289349566
32,150,1.92497060639,2.71600541441
33,150,1.55377682179,2.18914629504
34,150,1.83090770879,2.54727737931
35,150,1.64229596637,2.31729742819
36,150,1.71568975076,2.42724967498
37,150,1.6297640991,2.45418759948
38,150,1.83840563801,2.7004757208
39,150,1.98758532583,2.84755922701
40,150,2.22562614752,3.08436102693
41,150,2.15772909046,2.99943304905
42,150,1.9577912746,2.89570568982
43,150,1.96169983824,2.90042387486
44,150,1.78738501922,2.6425214567
45,150,1.79400486336,2.51517884525
46,150,1.44979672066,1.91274524544
47,150,1.28601565139,1.60555906196
48,150,1.61984857668,2.07222005452
49,150,1.67270692402,2.03643564472
50,150,1.37455188927,1.69443476099
51,150,1.55722230117,1.90290651205
52,150,1.75831231247,2.22102665171
53,150,1.57490324096,1.95683329297
54,150,1.67281932317,2.07375784011
55,150,1.36015192353,1.73717918828
56,150,1.41040419131,1.95753423412
57,150,1.68325965394,2.44718984881
58,150,1.93152246912,2.81181428521
59,150,1.91311954623,2.69638973774
60,150,1.76887172373,2.57838560167
61,150,1.65946762898,2.36761736068
62,150,1.78550925392,2.48028100738
63,150,2.03911107538,2.92753522221
64,150,1.7042940005,2.55773063024
65,150,2.01075999422,2.99401124275
66,150,2.29373162758,3.11250872854
67,150,1.67356771205,2.53763873103
68,150,1.23612949673,1.74967362489
69,150,1.52766774914,2.18056429488
70,150,1.48387033909,1.98216292665
71,150,1.29428546993,1.62319474675
72,150,1.56419115907,1.94826688407
73,150,1.43539989688,1.81854283949
74,150,1.71906514712,2.16671894002
75,150,1.72155448723,2.17106849942
76,150,1.92297409416,2.37200745772
77,150,1.90608367855,2.31619178718
78,150,1.44240888863,1.79856442351
79,150,1.39052639862,1.78251036733
80,150,1.24531592736,1.67914288806
81,150,1.2289934821,1.81232785016
82,150,1.44127801893,2.06655997039
83,150,1.56323459922,2.18197157701
84,150,1.36566537026,1.81835481676
85,150,1.38023621257,2.01718736528
86,150,1.59451025807,2.47011384568
87,150,2.01649181912,3.00291062632
88,150,1.7658447833,2.65492720877
89,150,1.90144534356,2.82987141215
90,150,1.73884567281,2.61778892298
91,150,1.59939244202,2.50539522277
92,150,1.49617715327,2.39097305505
93,150,1.75153858742,2.52093644593
94,150,1.22737726851,1.59656086361
95,150,1.44489350313,1.83340508526
