cycle,count,mae,accuracy
244,15,14.293761128,0.888888888889
245,15,14.4096994606,0.888888888889
246,15,11.8164571517,0.916666666667
247,15,16.1366450418,0.888888888889
248,15,15.7860807142,0.944444444444
249,15,22.5775135047,0.694444444444
250,15,22.8233743819,0.638888888889
251,15,13.6808779063,0.861111111111
252,15,13.8134045965,0.833333333333
253,15,14.4064967535,0.944444444444
254,15,12.1785046738,0.944444444444
255,15,15.4416855983,0.861111111111
256,15,18.8266395261,0.611111111111
257,15,17.4253276646,0.722222222222
258,15,24.3466407264,0.694444444444
259,15,28.5835020739,0.555555555556
260,15,28.8937320914,0.444444444444
261,15,28.0608764534,0.611111111111
262,15,25.3443085326,0.611111111111
263,15,27.4737057141,0.388888888889
