"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
"1",0,0.654493975903615,1.07746827794562,2.00519939577039,7.71431692307692,2.07331927710843,8.09838343558282,8.30702409638554,7.27703614457831,4.46028096676737,7.71412688821752,4.85915407854985,6.27088719512195,4.39777341389728,4.58161398176292,3.15998489425982,5.09060725075529,6.98944578313253,5.86935757575758,8.28521712538226,6.23765454545455,6.59512844036697,6.5706163141994,7.98775301204819,5.71422356495468,3.03307975460123,6.51645705521472,5.2237125382263,3.78944036697248,5.56536060606061,8.19831927710843,6.40608307692308,4.12068389057751,4.77312084592145,2.38682831325301,2.68689263803681,2.62098795180723,3.19839156626506,5.74503012048193,5.27421084337349,2.02061746987952,5.3594578313253,8.41182831325301,4.53047384615385,1.46815361445783,5.01226605504587,0.76771686746988,0.702292168674699,0.264593373493976,0.405084337349398,5.38712386706949,0.413407975460123,3.63432208588957,1.51752409638554,-0.262352760736196,0.414656441717792,8.08465662650602
"2",-0.654493975903615,0,0.421066265060241,1.34555722891566,7.05694478527607,1.41236036036036,7.41197859327217,7.64735135135135,6.61637237237237,3.79211445783133,7.0496686746988,4.19057831325301,5.61413069908815,3.73361445783133,3.91265151515152,2.50002409638554,4.42314759036145,6.32998498498498,5.21021450151057,7.60246341463415,5.58573413897281,5.91422865853658,5.89971084337349,7.32509009009009,5.04939457831325,2.35097247706422,5.82624159021407,4.54432926829268,3.11158841463415,4.90187613293051,7.54216216216216,5.74339263803681,3.46698787878788,4.10687951807229,1.72729429429429,2.00604892966361,1.96274474474475,2.55198798798799,5.0842042042042,4.618003003003,1.36245645645646,4.70111411411411,7.75202402402402,3.87620245398773,0.810693693693694,4.33046341463415,0.104735735735736,0.0477981927710844,-0.400102102102102,-0.258624624624624,4.72084337349398,-0.241269113149847,2.95311620795107,0.86048948948949,-0.941103975535168,-0.240709480122324,7.42812912912913
"3",-1.07746827794562,-0.421066265060241,0,0.922498507462686,6.63949085365854,0.996331343283582,7.02860486322188,7.22668358208955,6.17222985074627,3.36335928143713,6.64155688622755,3.77631137724551,5.1843413897281,3.3161497005988,3.4802078313253,2.09241017964072,3.99297904191617,5.87938507462687,4.79903303303303,7.21416918429003,5.17773873873874,5.52344848484848,5.47193113772455,6.89191641791045,4.6352125748503,1.96406363636364,5.43256838905775,4.14518787878788,2.72986363636364,4.5090960960961,7.11837611940298,5.28996036585366,3.0705813253012,3.66786526946108,1.29766268656716,1.6218303030303,1.55721791044776,2.13741492537313,4.66911641791045,4.22136119402985,0.939077611940298,4.28196119402985,7.33641492537313,3.44996646341463,0.385444776119403,3.96237272727273,-0.315620481927711,-0.371277945619335,-0.819909638554217,-0.680177710843373,4.34941916167665,-0.658234042553191,2.57250909090909,0.469832835820896,-1.31823333333333,-0.663650455927052,7.01437048192771
"4",-2.00519939577039,-1.34555722891566,-0.922498507462686,0,5.71856707317073,0.0738328358208954,6.07199392097264,6.30418507462687,5.24973134328358,2.43280239520958,5.711,2.84575449101796,4.25471601208459,2.38559281437126,2.53776807228916,1.16185329341317,3.06242215568862,4.95688656716418,3.87076276276276,6.26919033232628,4.24946846846847,4.57509696969697,4.54137425149701,5.96941791044776,3.70465568862275,1.01571212121212,4.47595744680851,3.19683636363636,1.78151212121212,3.57104204204204,6.1958776119403,4.36903658536585,2.13939156626506,2.73730838323353,0.375164179104477,0.667318181818182,0.634719402985075,1.21491641791045,3.74661791044776,3.29886268656716,0.0165791044776118,3.35946268656716,6.41391641791045,2.52904268292683,-0.537053731343283,3.01402121212121,-1.24011144578313,-1.29900906344411,-1.74440060240964,-1.60466867469879,3.4188622754491,-1.57702127659574,1.61799696969697,-0.452665671641791,-2.27274545454545,-1.58243768996961,6.08987951807229
"5",-7.71431692307692,-7.05694478527607,-6.63949085365854,-5.71856707317073,0,-5.63959878419453,0.38725386996904,0.588677811550152,-0.43473556231003,-3.24705182926829,0.0120030487804876,-2.85381097560976,-1.44589538461538,-3.30973780487805,-3.15696932515337,-4.54633841463415,-2.60889329268293,-0.724844984802432,-1.82605810397554,0.551216049382716,-1.47410703363914,-1.10362962962963,-1.15717987804878,0.274917933130699,-1.99198170731707,-4.67094427244582,-1.15825077399381,-2.47568827160494,-3.8836975308642,-2.11631804281346,0.485793313069908,-1.34662917933131,-3.58066257668712,-2.95164024390244,-5.32729787234043,-5.02929721362229,-5.07557446808511,-4.50051975683891,-1.96038601823708,-2.41459878419453,-5.69862006079027,-2.33585106382979,0.722668693009118,-3.18429483282675,-6.25755319148936,-2.66303086419753,-6.95948159509202,-7.01917846153846,-7.45611963190184,-7.32022699386503,-2.27388414634146,-7.3049726443769,-4.08453250773994,-6.16210334346505,-7.98855108359133,-7.30285714285714,0.385438650306748
"6",-2.07331927710843,-1.41236036036036,-0.996331343283582,-0.0738328358208954,5.63959878419453,0,6.03775151515152,6.21996130952381,5.18675297619048,2.37262388059701,5.64804179104478,2.77953432835821,4.18148493975904,2.31988059701493,2.48465465465465,1.09758805970149,3.00319104477612,4.88975595238095,3.7957005988024,6.20374622356495,4.17435628742515,4.53482175226586,4.47490149253731,5.89714880952381,3.63981791044776,0.970145454545455,4.4372303030303,3.1596253776435,1.74255891238671,3.51472754491018,6.12537797619048,4.29296960486322,2.06972372372372,2.67839104477612,0.304857142857143,0.603857575757576,0.556702380952381,1.14220238095238,3.66629166666667,3.22300595238095,-0.0654940476190476,3.29198511904762,6.34491666666667,2.45530395136778,-0.608345238095238,2.9756253776435,-1.30762462462462,-1.37102710843373,-1.81246246246246,-1.67098498498498,3.35360298507463,-1.65459090909091,1.55453636363636,-0.528133928571428,-2.33620606060606,-1.65501515151515,6.01576876876877
"7",-8.09838343558282,-7.41197859327217,-7.02860486322188,-6.07199392097264,-0.38725386996904,-6.03775151515152,0,0.212418181818182,-0.876954545454545,-3.67485151515152,-0.400875757575757,-3.28976060606061,-1.83865950920245,-3.68813939393939,-3.48628658536585,-4.96752121212121,-3.05918787878788,-1.17224545454545,-2.22398170731707,0.23479754601227,-1.89774390243902,-1.50773636363636,-1.52162727272727,-0.13180606060606,-2.35833333333333,-5.07800911854103,-1.60052121212121,-2.89082121212121,-4.30700606060606,-2.54539696969697,0.0655969696969699,-1.72299690402477,-3.98438532110092,-3.30700909090909,-5.70485757575758,-5.39034769230769,-5.52652121212121,-4.90217272727273,-2.3579303030303,-2.85042727272727,-6.06126363636364,-2.78990303030303,0.284718181818182,-3.57595046439628,-6.6277303030303,-3.06784848484848,-7.2874495412844,-7.36790797546012,-7.80722629969419,-7.6857247706422,-2.68743636363636,-7.67402469135802,-4.42022461538462,-6.5944303030303,-8.33277538461538,-7.68381790123457,0.0341437308868506
"8",-8.30702409638554,-7.64735135135135,-7.22668358208955,-6.30418507462687,-0.588677811550152,-6.21996130952381,-0.212418181818182,0,-1.03320833333333,-3.84537611940299,-0.569958208955224,-3.43846567164179,-2.03359638554217,-3.89811940298507,-3.7374954954955,-5.12041194029851,-3.21480895522388,-1.33020535714286,-2.42561377245509,-0.0329577039274926,-2.04695808383234,-1.7172416918429,-1.74309850746269,-0.3228125,-2.57818208955224,-5.29256363636364,-1.81293939393939,-3.09243806646526,-4.50950453172205,-2.71819161676647,-0.0945833333333338,-1.93530699088146,-4.15296996996997,-3.53960895522388,-5.91510416666667,-5.63549696969697,-5.66325892857143,-5.07775892857143,-2.55366964285714,-2.99695535714286,-6.28545535714286,-2.92797619047619,0.124955357142857,-3.7729726443769,-6.82830654761905,-3.27643806646526,-7.54261561561562,-7.60473192771084,-8.04745345345345,-7.90597597597598,-2.86439701492537,-7.88515454545455,-4.68481818181818,-6.74809523809524,-8.57556060606061,-7.88557878787879,-0.219222222222222
"9",-7.27703614457831,-6.61637237237237,-6.17222985074627,-5.24973134328358,0.43473556231003,-5.18675297619048,0.876954545454545,1.03320833333333,0,-2.80457313432836,0.470844776119403,-2.39766268656716,-1.00503313253012,-2.85731641791045,-2.68898498498499,-4.07960895522388,-2.17400597014925,-0.296997023809524,-1.392,1.06008157099698,-1.01334431137725,-0.635725075528701,-0.70229552238806,0.710395833333333,-1.53737910447761,-4.18933333333333,-0.723566666666667,-2.01092145015106,-3.42798791540786,-1.66259281437126,0.938624999999999,-0.911893617021277,-3.11923123123123,-2.49880597014925,-4.88189583333333,-4.51756363636364,-4.6300505952381,-4.0445505952381,-1.52046130952381,-1.96374702380952,-5.25224702380952,-1.89476785714286,1.15816369047619,-2.74955927051672,-5.79509821428571,-2.19492145015106,-6.51163663663664,-6.57474397590361,-7.01647447447448,-6.874996996997,-1.82359402985075,-6.86255151515152,-3.56688484848485,-5.71488690476191,-7.45762727272727,-6.86297575757576,0.811756756756757
"10",-4.46028096676737,-3.79211445783133,-3.36335928143713,-2.43280239520958,3.24705182926829,-2.37262388059701,3.67485151515152,3.84537611940299,2.80457313432836,0,3.27541791044776,0.406910447761194,1.80325075528701,-0.0527432835820896,0.115903903903904,-1.27503582089552,0.630567164179105,2.50578507462687,1.42110810810811,3.85728096676737,1.78813513513514,2.16711515151515,2.1022776119403,3.5168776119403,1.26719402985075,-1.40050455927052,2.0743303030303,0.784030303030303,-0.632154545454545,1.13383483483484,3.74758208955224,1.90374695121951,-0.308716867469879,0.305767164179105,-2.06721791044776,-1.72617575757576,-1.81914925373134,-1.23746567164179,1.28888955223881,0.834026865671642,-2.43850447761194,0.907349253731344,3.9645671641791,0.0601829268292688,-2.98063582089552,0.60700303030303,-3.69226506024096,-3.75650755287009,-4.19807530120482,-4.05637951807229,0.980979104477612,-4.04440729483283,-0.77549696969697,-2.90637313432836,-4.66623939393939,-4.04134650455927,3.63326204819277
"11",-7.71412688821752,-7.0496686746988,-6.64155688622755,-5.711,-0.0120030487804876,-5.64804179104478,0.400875757575757,0.569958208955224,-0.470844776119403,-3.27541791044776,0,-2.86850746268657,-1.46628096676737,-3.32816119402985,-3.16033033033033,-4.55045373134328,-2.64485074626866,-0.769632835820895,-1.84851351351351,0.568839879154079,-1.48148648648649,-1.10686060606061,-1.17314029850746,0.241459701492537,-2.00822388059701,-4.67729787234043,-1.19964545454545,-2.48994545454545,-3.9061303030303,-2.14499099099099,0.472164179104477,-1.35530792682927,-3.57640361445783,-2.96965074626866,-5.34263582089552,-5.02670303030303,-5.0945671641791,-4.51288358208955,-1.98652835820895,-2.44139104477612,-5.7139223880597,-2.36806865671642,0.689149253731343,-3.19887195121951,-6.25605373134328,-2.66697272727273,-6.94981927710843,-7.01035347432024,-7.45562951807229,-7.31393373493976,-2.29443880597015,-7.30693313069909,-4.07602424242424,-6.18179104477612,-7.96676666666667,-7.30387234042553,0.375707831325301
"12",-4.85915407854985,-4.19057831325301,-3.77631137724551,-2.84575449101796,2.85381097560976,-2.77953432835821,3.28976060606061,3.43846567164179,2.39766268656716,-0.406910447761194,2.86850746268657,0,1.39789728096677,-0.459653731343284,-0.286402402402402,-1.68194626865672,0.223656716417911,2.09887462686567,1.0167987987988,3.43653172205438,1.38382582582583,1.78202424242424,1.6953671641791,3.1099671641791,0.860283582089552,-1.79166261398176,1.68923939393939,0.398939393939394,-1.01724545454545,0.746282282282282,3.34067164179104,1.51050609756098,-0.711725903614458,-0.10114328358209,-2.47412835820896,-2.1664,-2.22605970149254,-1.64437611940299,0.881979104477612,0.427116417910448,-2.84541492537313,0.500438805970149,3.55765671641791,-0.333057926829268,-3.38754626865672,0.221912121212121,-4.09072891566265,-4.15538066465257,-4.59653915662651,-4.45484337349398,0.574068656716418,-4.43926139817629,-1.21572121212121,-3.31328358208955,-5.10646363636364,-4.43620060790274,3.23479819277108
"13",-6.27088719512195,-5.61413069908815,-5.1843413897281,-4.25471601208459,1.44589538461538,-4.18148493975904,1.83865950920245,2.03359638554217,1.00503313253012,-1.80325075528701,1.46628096676737,-1.39789728096677,0,-1.86518126888218,-1.69067781155015,-3.09352870090635,-1.17184290030211,0.708340361445783,-0.389849397590362,2.02335168195719,-0.00418674698795196,0.328724770642201,0.281954682779456,1.71577710843373,-0.539166163141994,-3.23881595092025,0.239374233128834,-1.0447125382263,-2.46342201834862,-0.681218181818182,1.93642168674699,0.0893692307692305,-2.10929819277108,-1.50500604229607,-3.869,-3.57840490797546,-3.62261445783133,-3.02790361445783,-0.517307228915662,-0.963629518072289,-4.24542469879518,-0.890852409638554,2.16097289156626,-1.73441538461538,-4.78869277108434,-1.23283486238532,-5.50934346504559,-5.56595731707317,-6.01736778115502,-5.87358662613982,-0.8232416918429,-5.85345398773006,-2.63673926380368,-4.7058734939759,-6.51266257668712,-5.84822085889571,1.8071094224924
"14",-4.39777341389728,-3.73361445783133,-3.3161497005988,-2.38559281437126,3.30973780487805,-2.31988059701493,3.68813939393939,3.89811940298507,2.85731641791045,0.0527432835820896,3.32816119402985,0.459653731343284,1.86518126888218,0,0.172882882882883,-1.22229253731343,0.683310447761195,2.55852835820896,1.48196996996997,3.8870664652568,1.848996996997,2.18040303030303,2.15502089552239,3.56962089552239,1.31993731343284,-1.39295440729483,2.08761818181818,0.797318181818182,-0.618866666666666,1.17163663663664,3.80032537313433,1.96643292682927,-0.245403614457831,0.358510447761194,-2.01447462686567,-1.71055454545454,-1.76640597014925,-1.1847223880597,1.3416328358209,0.886770149253732,-2.38576119402985,0.960092537313433,4.01731044776119,0.122868902439025,-2.92789253731343,0.620290909090909,-3.63376506024096,-3.694,-4.13957530120482,-3.99787951807229,1.0337223880597,-3.98459878419453,-0.759875757575758,-2.85362985074627,-4.65061818181818,-3.98153799392097,3.69176204819277
"15",-4.58161398176292,-3.91265151515152,-3.4802078313253,-2.53776807228916,3.15696932515337,-2.48465465465465,3.48628658536585,3.7374954954955,2.68898498498499,-0.115903903903904,3.16033033033033,0.286402402402402,1.69067781155015,-0.172882882882883,0,-1.40346846846847,0.512264264264265,2.39493693693694,1.30769788519637,3.71068693009119,1.68228398791541,1.98450914634146,1.98432432432432,3.40857057057057,1.15213513513514,-1.58981345565749,1.89075609756098,0.59627743902439,-0.824783536585366,0.984912386706949,3.63606906906907,1.81605521472393,-0.420518181818182,0.181597597597597,-2.17470870870871,-1.90472256097561,-1.9350960960961,-1.36491291291291,1.18278978978979,0.713420420420421,-2.54939339339339,0.78872972972973,3.8504024024024,-0.0402699386503065,-3.08972972972973,0.414948170731707,-3.80986060606061,-3.87620972644377,-4.31709090909091,-4.16877878787879,0.858993993993994,-4.14706422018349,-0.957884146341464,-3.02013513513513,-4.83273475609756,-4.14715290519878,3.5134303030303
