0,1.104921335,1.194791536,1.48093463,1.26467028,1.285310273,2.390667643,1.412936643,2.0637889,1.857637855,1.754583993,1.58238093,1.633254283,1.717182585,1.642169369,2.318666765,2.289103363,1.898947702,1.612972184,1.742009551,1.602746627,1.801632753,1.811030691,1.47089564,1.594283051,2.469940903,2.659955572,2.425630901,1.997903142,1.392950387,1.750338409,1.539174764,1.540538513,1.521645436,1.388756147,2.491594784,1.208951165,1.583440785,1.408800523,1.288916475,1.47553707,1.468153562,1.359309738,1.185662299,1.231330353,1.799825578,1.044191827,1.013456324,1.190310637,1.049216932,1.545141651,1.254355743,2.023733973,1.627472957,1.609520533,1.188822026,1.280083948
1.119174031,0,1.455457975,1.519257544,1.500447761,1.295896204,2.551033168,1.434760824,2.428094471,2.084156346,1.854415878,1.797527926,1.803946277,1.786311967,1.777893432,2.538344318,2.576326951,2.197970843,1.92007005,1.760558154,1.654655206,1.994115634,1.919625373,1.626369203,1.757826875,2.721577118,2.854461437,2.620421377,2.284874027,1.684063047,1.986124221,1.926317938,1.548258381,1.770942448,1.434783037,2.638187268,1.410188692,1.661561216,1.440022829,1.579734475,1.492233604,1.698080623,1.63195265,1.380103061,1.360869232,2.144494024,1.117344922,0.986871563,0.913427077,1.099860941,1.759302214,1.303181118,2.138953954,1.772167686,1.684929035,1.224183857,0.872264924
1.204036022,1.447476768,0,1.462075876,1.276093931,1.061026943,2.280013303,1.315582461,1.634359749,1.454744274,1.606694047,1.346228606,1.668490728,1.658364289,1.71860606,2.17781571,1.913601371,1.675692211,1.65305613,1.555845119,1.523633382,1.718753935,1.90011699,0.955070024,1.427390131,2.211953298,2.395229718,2.164460464,1.905504809,1.223107487,1.553332463,1.879017379,1.621157842,1.261656343,0.989465756,2.430527782,1.105363332,1.379465689,1.292294732,1.19980451,1.343080158,1.240592747,1.161440143,1.387530397,0.847180524,1.958933933,1.509277535,1.401996792,1.533967297,1.390549074,1.334440292,1.484198683,2.024711651,1.520732217,1.573808882,1.41131444,1.484726084
1.502248603,1.520085851,1.470684397,0,1.532864253,1.369864484,2.992952157,1.013082345,2.355459356,2.278301943,2.449694386,2.138218242,2.324062651,2.406857841,2.288443625,2.926961129,2.665963796,1.917182253,2.162901713,2.34249395,2.12292527,2.503127403,2.564812593,1.713074432,2.085935032,3.005415298,3.143916241,2.995283708,2.666737216,1.579835891,1.914877236,2.048273532,2.251216776,1.886735814,1.064632921,3.092354927,1.541482615,1.405584477,1.003586653,1.60836816,0.947607585,1.772300159,1.621583828,1.908256554,1.348760341,2.539002122,1.620443558,1.488310382,1.577282244,1.53405683,2.123782829,1.908629437,2.696295812,1.406608986,2.243202833,1.871808542,1.515427708
1.114176266,1.305672432,1.118637977,1.341032771,0,1.046217339,2.163657256,1.221298914,1.745517699,1.665216879,1.681295843,1.334299355,1.539971059,1.743209793,1.652989554,2.014719183,1.950864527,1.602986809,1.306413665,1.715629831,1.472887628,1.646037406,1.768871401,1.250290545,1.430735302,2.198392961,2.373920957,2.190706267,1.742318173,1.004668915,1.48535532,1.290123787,1.416960481,1.349974453,1.238860556,2.264012872,0.927587465,1.294931567,0.986733096,0.860656066,1.321014693,0.976561454,0.976356431,1.113063612,1.198378741,1.616600869,1.404880644,1.335207693,1.354901229,1.274770289,1.27382211,1.20408838,1.929259214,1.106978948,1.518162481,1.194230189,1.376374692
1.322675789,1.315129021,1.084359787,1.391794206,1.217765707,0,2.478002507,1.140822957,2.069364538,1.836691289,1.748569977,1.472992841,1.924982254,1.767815594,1.753023979,2.35181856,2.319162053,1.963603788,1.903986825,1.714018339,1.514685233,1.885129985,2.006714536,1.161681798,1.422339437,2.609882069,2.711392623,2.508937388,2.144006588,1.358123492,1.739225645,1.930192275,1.718800048,1.563548831,1.044084553,2.700140498,0.974133563,1.211790676,0.997523878,1.278887994,1.330753956,1.301425181,1.330656517,1.548558163,0.996265607,2.07628779,1.480716847,1.395836149,1.452820444,1.40401813,1.4164812,1.557145412,2.27833545,1.481940637,1.74663816,1.578015311,1.510390927
2.297209578,2.406850974,2.174473983,2.826773294,2.370616263,2.315028392,0,2.677634158,2.184498102,1.926671855,1.583174919,1.796095719,1.719164525,1.544041041,1.917698353,1.50304157,2.213358998,2.557057607,2.040034891,1.720886879,1.916256643,1.365635375,1.654689306,2.132820919,1.945827826,1.49510128,1.662192438,1.358106092,1.291430032,2.380448576,2.402935876,2.732173709,1.945119552,1.967818983,2.52112973,2.04573259,2.231477429,2.467349301,2.647814465,2.334751457,2.743112475,2.190847604,2.241098369,2.046485448,2.243678573,1.786805394,2.579312091,2.511524511,2.530885313,2.478180035,1.850548795,2.142264463,1.543279737,2.665106291,1.75154871,2.031919399,2.49784004
1.258127189,1.260602743,1.162331103,0.889829824,1.224875614,0.985561227,2.486752185,0,1.892824645,1.791552332,1.952769901,1.708814629,1.890161212,1.911969218,1.877855265,2.360017088,2.146267007,1.578971433,1.840811031,1.844983229,1.631204791,2.04872008,2.13652203,1.300731669,1.605460882,2.464662842,2.594249096,2.464544168,2.207941535,1.15390313,1.488779648,1.758435887,1.778368507,1.59948035,0.881822354,2.493799324,1.156153213,1.004423655,0.748456009,1.237794926,0.665544851,1.259151896,1.239627569,1.527148474,1.075859592,2.129288036,1.351105306,1.267581615,1.370869692,1.371723525,1.67334842,1.613081471,2.223645259,1.211928013,1.785004691,1.570130477,1.318350885
1.837921238,2.133260246,1.439403647,2.062343403,1.756055915,1.78800077,2.000739035,1.89310945,0,0.895212394,1.816212797,1.778974804,1.757467233,1.838187914,2.169257725,1.734446189,0.796855204,1.090937358,1.736921926,1.904184338,1.765637433,1.828456888,2.232620338,1.336865422,1.74324302,1.385335307,1.627083467,1.554853174,1.725079157,1.401561941,1.315702566,2.207254755,1.918979354,1.732027562,1.803783901,2.156018435,1.562105783,1.732743294,1.859329866,1.698641856,1.874755531,1.315161695,1.387722165,1.742722398,1.756667509,2.03646101,2.259047803,2.204448402,2.290283962,2.14330595,1.734178244,2.097331225,1.971599963,1.790486677,1.657379926,1.89105242,2.19101695
1.747132986,1.932833824,1.354594508,2.108398342,1.769490789,1.675824279,1.873743457,1.892544601,0.946530785,0,1.504748111,1.62976241,1.609545494,1.477271695,1.963698149,1.629109396,0.89629203,1.447886966,1.788413817,1.596133319,1.563456137,1.648316433,2.00914281,1.17061838,1.526213526,1.340766713,1.53781967,1.392057636,1.680034246,1.507900027,1.463065863,2.27338567,1.720292717,1.684145085,1.734439829,2.139786223,1.482179916,1.731312316,1.870508209,1.724509321,1.892082729,1.403544244,1.419379284,1.581478575,1.610055178,2.03274164,2.10338835,2.052275505,2.142337379,1.975027968,1.629889566,1.930611657,1.856999356,1.931691624,1.478679505,1.713321313,2.025554516
